VENDOR_NAME,REGION,CITY,CITY_CODE,PROJECT_NAME,PROJECT_ID,RESIDENCE_NAME,CLUSTER_NAME,CLUSTER_CODE,PREFIX_ADDRESS,STREET_NAME,HOUSE_NUMBER,BLOCK,FLOOR,RT,RW,DISTRICT,SUB_DISTRICT,ZIP_CODE,HOMEPASS STATUS ALL OPERATOR,SAMPLE RESULT - FIXED BROADBAND,SAMPLE RESULT - MOBILE CONNECTION,MOBILE DATA CONSUMPTION,USER MOVEMENT TO OTHER OPERATOR - FIXED BB,NUMBER OF DEVICE
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG III,21,47,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG III,22,47,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG III,23,47,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG III,23A,47,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG III,24,47,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,11,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,13,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,16,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,12,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,13,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,15,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,2,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,3,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,17,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,18,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,19,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,20,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,22,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,24,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,25,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,25,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,28,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,29,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,1,52,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,2,52,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,3,52,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG IV,FASUM,-,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG IV,32C,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,13-14,69,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,19-20,74,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,14,74,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,16,74,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,17,73,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,13,74,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,18,73,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI,7,74,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,7,71,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,10,71,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,11,73,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,12,73,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,13,73,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,7,73,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,8,73,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,8A,71,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI I,17,69,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI I,18,69,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI I,20,69,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI I,23,69,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI I,24,69,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI III,11,70,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI III,12,70,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI III,4,71,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI II,6G,71,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,KECAPI I,6,71,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,13,65,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,14,65,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,15,65,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,19,65,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,20,65,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,8-9,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,10,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,11,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,12,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,16,68,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,1,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,2,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,3,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,4,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,5,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,6-7,66,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,21,65,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,H. BRIT I,22,65,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
